"x","y"
0.0130446930415928,12.790387381271
0.0219033118337393,11.9880588951261
0.0231353603303432,16.747238367744
0.0239107282832265,14.8965593480933
0.024077751673758,16.0429669491609
0.0444777878001332,6.55404857044539
0.0469723884016275,11.1060202409651
0.0698193171992898,9.608287182098
0.0832112324424088,12.2470767855734
0.0840450553223491,10.9805735207702
0.0911732478998601,11.0592695162812
0.0949541111476719,12.2845476660272
0.101297649089247,14.2714906681773
0.102375174872577,15.4928796994856
0.121839022729546,12.7080904090915
0.138177528511733,13.8602315048327
0.151621379423887,12.818438614403
0.190490538720042,20.7356566258013
0.213736892677844,15.8592284282819
0.235253214836121,14.0814883307271
0.24416137021035,15.012347071067
0.25743095157668,18.5442333044626
0.258031120989472,16.4515497958768
0.264895691070706,17.4865439700187
0.28015064727515,12.7411095445359
0.283908073790371,16.288885501869
0.326414493378252,20.6028855911058
0.342003470286727,21.5259314808132
0.342893789056689,14.5969505583224
0.347534131724387,23.4101145686816
0.369688666425645,18.325697842349
0.39132590778172,18.4200599436283
0.430903218220919,19.9585978877848
0.443933376576751,19.3724150123912
0.445730579551309,22.5107738737871
0.445943580009043,24.952619799186
0.450430146418512,27.323139080043
0.465543308760971,15.663801803717
0.501988950185478,25.4107237155734
0.527511982247233,21.5578817651013
0.528445768170059,22.7334584640346
0.528900538571179,26.319082227815
0.553650438785553,22.4465780175295
0.555219950154424,30.4224794688157
0.583022065926343,26.8692437593471
0.591000177431852,23.7430282387212
0.607699556741863,29.8771515211643
0.636449324898422,20.5569601127945
0.637526583392173,21.2789670800343
0.649789793416858,26.8427556732769
0.652393206954002,25.3479890787605
0.656672392506152,33.066845416704
0.732055915985256,31.3929135436374
0.743554801680148,30.5327598039177
0.757885754108429,33.028551584752
0.771125747822225,28.7658555814935
0.796003138646483,31.0157884441905
0.831353303510696,32.3806650571901
0.83387259580195,30.1619880947735
0.859560682438314,40.6761063683067
0.873146992176771,38.4700520762608
0.87725275894627,29.8212208227619
0.882921400479972,33.8387017473178
0.884889316745102,30.9519663334833
0.891268143430352,32.5064564400498
0.944293692242354,37.5940498404119
0.945951213594526,34.9573336288211
0.954781868029386,35.7492756022537
0.964108566287905,35.2621028059246
0.973299426026642,38.4371955712818
0.990464048925787,33.7413809878103
1.00843382300809,38.0949236308229
1.03720599459484,40.5346315325289
1.05189804546535,38.252244088144
1.0877419593744,29.6639116213895
1.08884288277477,32.8003894905272
1.09471647022292,34.2826358481377
1.13583186920732,38.8765656453303
1.14565217960626,35.8781638864247
1.17375770490617,39.4369312469936
1.18743688473478,34.577869560988
1.20300926361233,39.6130625803556
1.20902805449441,31.7613918884347
1.22631875006482,35.2739455115279
1.226687123999,39.9474646556224
1.22853595623747,34.1232209870496
1.23269612295553,33.7685787643792
1.23391626728699,31.3678700732866
1.24670608667657,39.0715639868333
1.2834025467746,36.2771545951731
1.30915203830227,37.5062610688979
1.32184150675312,37.511549848626
1.35460462793708,38.8145808190405
1.37268907902762,40.7883605802591
1.38881652709097,36.2852115243751
1.39576012035832,40.040209211911
1.44324737368152,42.6884493903013
1.44434620440006,43.3950511168131
1.45280722994357,40.2493234716651
1.46327920211479,45.8034777914001
1.48031575093046,38.6778423266564
1.49909487785771,43.2505484303652
1.53909402340651,35.2645555959379
1.56586175784469,35.6898856507721
1.56851249793544,37.5973334343987
1.61617410881445,38.5463101412714
1.61978240404278,42.8537232134268
1.62639706814662,40.5040061184064
1.62885827058926,41.5423405209506
1.63298136554658,35.8730786082749
1.64080455992371,40.9693402679854
1.64525828883052,34.9744859759674
1.64844211842865,37.7023169446231
1.66043922863901,36.3110812708564
1.70638174051419,33.6298978887603
1.74812314799055,38.0407498868077
1.77303198771551,43.8826536010993
1.77592875808477,35.7767091880266
1.84221517201513,45.1589865444612
1.84476767992601,43.072051475035
1.84577717725188,36.8727730926392
1.85171830747277,42.2878906000849
1.85956659121439,40.0216954200432
1.94809431768954,40.5256770927746
1.95387272071093,43.5544494436389
1.96569766383618,45.9463994028295
1.97654360672459,34.9502280675935
1.98267010226846,44.1120920960147
1.99939777841792,41.9941067398594
2.01866743387654,41.1910532401216
2.03545642690733,42.4490661931957
2.06583282165229,36.694181487232
2.07198752928525,44.446982390429
2.08292625425383,46.2161490220068
2.09621001500636,43.9591173810412
2.10803266009316,41.6553367486607
2.10890819318593,38.2052987998188
2.14407498762012,38.7583967215487
2.17857793904841,42.5360523556598
2.18176537379622,43.2182048339549
2.19896756066009,42.1393349225651
2.21587895276025,40.4251302854922
2.22356505040079,44.9998288617732
2.22504067141563,45.6977386865648
2.2392426142469,46.8194364967669
2.25620272802189,41.9768453178789
2.26964210020378,41.8527237738268
